
code	|	taxid	|	taxname	|	lineage
1	|	527002	|	Yersinia aldovae ATCC 35236	|	527002 29483 629 1903411 91347 1236 1224 2 131567 
1	|	527005	|	Yersinia ruckeri ATCC 29473	|	527005 29486 629 1903411 91347 1236 1224 2 131567 
1	|	527012	|	Yersinia kristensenii ATCC 33638	|	527012 28152 629 1903411 91347 1236 1224 2 131567 
1	|	527020	|	Bacillus thuringiensis IBL 4222	|	527020 1428 86661 1386 186817 1385 91061 1239 1783272 2 131567 
1	|	527021	|	Bacillus thuringiensis Bt407	|	527021 1428 86661 1386 186817 1385 91061 1239 1783272 2 131567 
1	|	527024	|	Bacillus thuringiensis serovar tochigiensis BGSC 4Y1	|	527024 180860 1428 86661 1386 186817 1385 91061 1239 1783272 2 131567 
1	|	527027	|	Bacillus thuringiensis serovar pakistani str. T13001	|	527027 180869 1428 86661 1386 186817 1385 91061 1239 1783272 2 131567 
1	|	528345	|	Neisseria gonorrhoeae 1291	|	528345 485 482 481 206351 28216 1224 2 131567 
1	|	528347	|	Neisseria gonorrhoeae DGI18	|	528347 485 482 481 206351 28216 1224 2 131567 
1	|	528351	|	Neisseria gonorrhoeae F62	|	528351 485 482 481 206351 28216 1224 2 131567 
1	|	528352	|	Neisseria gonorrhoeae FA19	|	528352 485 482 481 206351 28216 1224 2 131567 
1	|	528353	|	Neisseria gonorrhoeae FA6140	|	528353 485 482 481 206351 28216 1224 2 131567 
1	|	529122	|	Bacillus thuringiensis YBT-1518	|	529122 1428 86661 1386 186817 1385 91061 1239 1783272 2 131567 
1	|	529885	|	Enterococcus faecium E980	|	529885 1352 1350 81852 186826 91061 1239 1783272 2 131567 
1	|	530557	|	Vibrio splendidus 12F01	|	530557 29497 662 641 135623 1236 1224 2 131567 
1	|	533240	|	Cylindrospermopsis raciborskii CS-505	|	533240 77022 77021 1892259 1161 1117 1798711 1783272 2 131567 
1	|	533247	|	Raphidiopsis brookii D9	|	533247 668331 244599 1892259 1161 1117 1798711 1783272 2 131567 
1	|	535026	|	Bacillus subtilis subsp. subtilis str. NCIB 3610	|	535026 135461 1423 653685 1386 186817 1385 91061 1239 1783272 2 131567 
1	|	536227	|	Clostridium carboxidivorans P7	|	536227 217159 1485 31979 186802 186801 1239 1783272 2 131567 
1	|	537007	|	Blautia hansenii DSM 20583	|	537007 1322 572511 186803 186802 186801 1239 1783272 2 131567 
1	|	537021	|	Candidatus Liberibacter asiaticus str. psy62	|	537021 34021 34019 82115 356 28211 1224 2 131567 
1	|	537937	|	Bifidobacterium longum subsp. infantis CCUG 52486	|	537937 1682 216816 1678 31953 85004 1760 201174 1783272 2 131567 
1	|	541229	|	Bacillus thuringiensis serovar chinensis CT-43	|	541229 1001229 1428 86661 1386 186817 1385 91061 1239 1783272 2 131567 
1	|	543302	|	Alicyclobacillus acidocaldarius LAA1	|	543302 405212 29330 186823 1385 91061 1239 1783272 2 131567 
1	|	543539	|	Staphylococcus aureus subsp. aureus CGS01	|	543539 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	543540	|	Staphylococcus aureus subsp. aureus CGS03	|	543540 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	543734	|	Lactobacillus casei BL23	|	543734 1582 655183 1578 33958 186826 91061 1239 1783272 2 131567 
1	|	54388	|	Salmonella enterica subsp. enterica serovar Paratyphi A	|	54388 59201 28901 590 543 91347 1236 1224 2 131567 
1	|	544404	|	Escherichia coli O157:H7 str. TW14359	|	544404 83334 562 561 543 91347 1236 1224 2 131567 
1	|	544556	|	Geobacillus sp. Y412MC61	|	544556 129337 186817 1385 91061 1239 1783272 2 131567 
1	|	544875	|	Enterococcus faecium E1636	|	544875 1352 1350 81852 186826 91061 1239 1783272 2 131567 
1	|	545243	|	Clostridium arbusti SL206	|	545243 1137848 1485 31979 186802 186801 1239 1783272 2 131567 
1	|	545431	|	Yersinia pestis Pestoides A	|	545431 632 1649845 629 1903411 91347 1236 1224 2 131567 
1	|	54571	|	Streptomyces venezuelae	|	54571 1883 2062 85011 1760 201174 1783272 2 131567 
1	|	546	|	Citrobacter freundii	|	546 1344959 544 543 91347 1236 1224 2 131567 
1	|	546231	|	Pseudomonas syringae pv. tomato T1	|	546231 323 251701 136849 286 135621 72274 1236 1224 2 131567 
1	|	546264	|	Neisseria flavescens NRL30031/H210	|	546264 484 482 481 206351 28216 1224 2 131567 
1	|	546265	|	Neisseria lactamica ATCC 23970	|	546265 486 482 481 206351 28216 1224 2 131567 
1	|	546267	|	Neisseria polysaccharea ATCC 43768	|	546267 489 482 481 206351 28216 1224 2 131567 
1	|	546268	|	Neisseria subflava NJ9703	|	546268 28449 482 481 206351 28216 1224 2 131567 
1	|	546340	|	Enterococcus faecium E1679	|	546340 1352 1350 81852 186826 91061 1239 1783272 2 131567 
1	|	546342	|	Staphylococcus aureus subsp. aureus str. JKD6008	|	546342 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	546343	|	Staphylococcus aureus subsp. aureus str. JKD6009	|	546343 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	547046	|	Yersinia pestis biovar Orientalis str. PEXU2	|	547046 1234661 385964 632 1649845 629 1903411 91347 1236 1224 2 131567 
1	|	547047	|	Yersinia pestis biovar Orientalis str. India 195	|	547047 1234661 385964 632 1649845 629 1903411 91347 1236 1224 2 131567 
1	|	547048	|	Yersinia pestis biovar Medievalis str. Harbin 35	|	547048 1234662 385964 632 1649845 629 1903411 91347 1236 1224 2 131567 
1	|	547468	|	Enterococcus faecium U0317	|	547468 1352 1350 81852 186826 91061 1239 1783272 2 131567 
1	|	548	|	Klebsiella aerogenes	|	548 570 543 91347 1236 1224 2 131567 
1	|	548470	|	Staphylococcus aureus subsp. aureus MN8	|	548470 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	548473	|	Staphylococcus aureus subsp. aureus TCH60	|	548473 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	548475	|	Staphylococcus aureus subsp. aureus TCH70	|	548475 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	548476	|	Corynebacterium aurimucosum ATCC 700975	|	548476 169292 1716 1653 85007 1760 201174 1783272 2 131567 
1	|	548485	|	Lactobacillus reuteri MM4-1A	|	548485 1598 1578 33958 186826 91061 1239 1783272 2 131567 
1	|	549	|	Pantoea agglomerans	|	549 1654067 53335 1903409 91347 1236 1224 2 131567 
1	|	550	|	Enterobacter cloacae	|	550 354276 547 543 91347 1236 1224 2 131567 
1	|	550540	|	Ferrimonas balearica DSM 9799	|	550540 44012 44011 267892 135622 1236 1224 2 131567 
1	|	550542	|	Geobacillus sp. Y412MC52	|	550542 129337 186817 1385 91061 1239 1783272 2 131567 
1	|	550672	|	Escherichia coli B088	|	550672 562 561 543 91347 1236 1224 2 131567 
1	|	550673	|	Escherichia coli B108	|	550673 562 561 543 91347 1236 1224 2 131567 
1	|	550674	|	Escherichia coli B093	|	550674 562 561 543 91347 1236 1224 2 131567 
1	|	550676	|	Escherichia coli B185	|	550676 562 561 543 91347 1236 1224 2 131567 
1	|	550677	|	Escherichia coli B354	|	550677 562 561 543 91347 1236 1224 2 131567 
1	|	550682	|	Escherichia coli B799	|	550682 562 561 543 91347 1236 1224 2 131567 
1	|	550685	|	Escherichia coli E101	|	550685 562 561 543 91347 1236 1224 2 131567 
1	|	550694	|	Escherichia fergusonii B253	|	550694 564 561 543 91347 1236 1224 2 131567 
1	|	550984	|	Halomonas sp. HAL1	|	550984 2745 28256 135619 1236 1224 2 131567 
1	|	551789	|	Ponticaulis koreensis DSM 19734	|	551789 1123045 1123044 69657 204455 28211 1224 2 131567 
1	|	551936	|	Bradyrhizobium sp. STM 3809	|	551936 374 41294 356 28211 1224 2 131567 
1	|	551947	|	Bradyrhizobium sp. STM 3843	|	551947 374 41294 356 28211 1224 2 131567 
1	|	552398	|	Ruminococcaceae bacterium D16	|	552398 552397 541000 186802 186801 1239 1783272 2 131567 
1	|	552536	|	Listeria monocytogenes HCC23	|	552536 1639 1637 186820 1385 91061 1239 1783272 2 131567 
1	|	553177	|	Capnocytophaga sputigena ATCC 33612	|	553177 1019 1016 49546 200644 117743 976 68336 1783270 2 131567 
1	|	553191	|	Bifidobacterium dentium JCVIHMP022	|	553191 1689 1678 31953 85004 1760 201174 1783272 2 131567 
1	|	553209	|	Enterococcus faecalis TUSoD Ef11	|	553209 1351 1350 81852 186826 91061 1239 1783272 2 131567 
1	|	553212	|	Staphylococcus capitis SK14	|	553212 29388 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	553217	|	Enhydrobacter aerosaccus SK60	|	553217 225324 212791 451274 204441 28211 1224 2 131567 
1	|	553218	|	Campylobacter rectus RM3267	|	553218 203 194 72294 213849 29547 68525 1224 2 131567 
1	|	553220	|	Campylobacter gracilis RM3268	|	553220 824 194 72294 213849 29547 68525 1224 2 131567 
1	|	553482	|	Streptococcus equi subsp. equi 4047	|	553482 148942 1336 119603 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	553565	|	Staphylococcus aureus A5937	|	553565 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	553568	|	Staphylococcus aureus A6224	|	553568 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	553571	|	Staphylococcus aureus A6300	|	553571 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	553573	|	Staphylococcus aureus A8115	|	553573 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	553577	|	Staphylococcus aureus A8796	|	553577 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	553580	|	Staphylococcus aureus A8819	|	553580 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	553581	|	Staphylococcus aureus A9299	|	553581 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	553588	|	Staphylococcus aureus A9719	|	553588 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	553590	|	Staphylococcus aureus A9754	|	553590 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	553594	|	Staphylococcus aureus A9765	|	553594 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	553596	|	Staphylococcus aureus A9781	|	553596 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	553601	|	Staphylococcus aureus A10102	|	553601 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	554	|	Pectobacterium carotovorum	|	554 122277 1903410 91347 1236 1224 2 131567 
1	|	555	|	Pectobacterium carotovorum subsp. carotovorum	|	555 554 122277 1903410 91347 1236 1224 2 131567 
1	|	555311	|	Sulfolobus solfataricus 98/2	|	555311 2287 2284 118883 2281 183924 28889 1783275 2157 131567 
1	|	555500	|	Galbibacter marinus	|	555500 379068 49546 200644 117743 976 68336 1783270 2 131567 
1	|	55601	|	Vibrio anguillarum	|	55601 662 641 135623 1236 1224 2 131567 
1	|	556258	|	Bacteroides sp. D1	|	556258 816 815 171549 200643 976 68336 1783270 2 131567 
1	|	556264	|	Fusobacterium nucleatum subsp. animalis D11	|	556264 76859 851 848 203492 203491 203490 32066 2 131567 
1	|	556266	|	Escherichia coli D9	|	556266 562 561 543 91347 1236 1224 2 131567 
1	|	556268	|	Oxalobacter formigenes HOxBLS	|	556268 847 846 75682 80840 28216 1224 2 131567 
1	|	557601	|	Acinetobacter baumannii AB900	|	557601 470 909768 469 468 72274 1236 1224 2 131567 
1	|	557722	|	Pseudomonas aeruginosa LESB58	|	557722 287 136841 286 135621 72274 1236 1224 2 131567 
1	|	558269	|	Pectobacterium carotovorum subsp. brasiliensis PBR1692	|	558269 180957 554 122277 1903410 91347 1236 1224 2 131567 
1	|	558270	|	Pectobacterium carotovorum subsp. carotovorum WPP14	|	558270 555 554 122277 1903410 91347 1236 1224 2 131567 
1	|	559301	|	Lactobacillus gasseri MV-22	|	559301 1596 1578 33958 186826 91061 1239 1783272 2 131567 
1	|	559737	|	Xanthomonas campestris pv. musacearum NCPPB 4381	|	559737 454958 339 338 32033 135614 1236 1224 2 131567 
1	|	56110	|	Oscillatoria acuminata PCC 6304	|	56110 118323 1158 1892254 1150 1301283 1117 1798711 1783272 2 131567 
1	|	561175	|	Actinomadura flavalba DSM 45200	|	561175 1120938 1988 2012 85012 1760 201174 1783272 2 131567 
1	|	561231	|	Pectobacterium parmentieri WPP163	|	561231 1905730 122277 1903410 91347 1236 1224 2 131567 
1	|	561276	|	Streptococcus pneumoniae ATCC 700669	|	561276 1313 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	561307	|	Staphylococcus aureus subsp. aureus RN4220	|	561307 93061 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	562	|	Escherichia coli	|	562 561 543 91347 1236 1224 2 131567 
1	|	562020	|	Neisseria meningitidis N1568	|	562020 487 482 481 206351 28216 1224 2 131567 
1	|	563045	|	Comamonas testosteroni S44	|	563045 285 283 80864 80840 28216 1224 2 131567 
1	|	563174	|	Listeria monocytogenes L99	|	563174 1639 1637 186820 1385 91061 1239 1783272 2 131567 
1	|	563771	|	Vibrio parahaemolyticus Peru-466	|	563771 670 717610 662 641 135623 1236 1224 2 131567 
1	|	563772	|	Vibrio parahaemolyticus AQ4037	|	563772 670 717610 662 641 135623 1236 1224 2 131567 
1	|	563773	|	Vibrio parahaemolyticus AN-5034	|	563773 670 717610 662 641 135623 1236 1224 2 131567 
1	|	564066	|	Ralstonia solanacearum IPO1609	|	564066 305 48736 119060 80840 28216 1224 2 131567 
1	|	564420	|	Pseudomonas fluorescens NZ011	|	564420 294 136843 286 135621 72274 1236 1224 2 131567 
1	|	56449	|	Xanthomonas bromi	|	56449 338 32033 135614 1236 1224 2 131567 
1	|	56460	|	Xanthomonas vesicatoria	|	56460 338 32033 135614 1236 1224 2 131567 
1	|	565143	|	Bacillus subtilis subsp. subtilis str. AUSI98	|	565143 135461 1423 653685 1386 186817 1385 91061 1239 1783272 2 131567 
1	|	565636	|	Enterococcus faecalis T1	|	565636 1351 1350 81852 186826 91061 1239 1783272 2 131567 
1	|	565637	|	Enterococcus faecalis T2	|	565637 1351 1350 81852 186826 91061 1239 1783272 2 131567 
1	|	565638	|	Enterococcus faecalis T3	|	565638 1351 1350 81852 186826 91061 1239 1783272 2 131567 
1	|	565641	|	Enterococcus faecalis X98	|	565641 1351 1350 81852 186826 91061 1239 1783272 2 131567 
1	|	565642	|	Enterococcus faecalis ATCC 4200	|	565642 1351 1350 81852 186826 91061 1239 1783272 2 131567 
1	|	565643	|	Enterococcus faecalis DS5	|	565643 1351 1350 81852 186826 91061 1239 1783272 2 131567 
1	|	565644	|	Enterococcus faecalis CH188	|	565644 1351 1350 81852 186826 91061 1239 1783272 2 131567 
1	|	565645	|	Enterococcus faecalis Merz96	|	565645 1351 1350 81852 186826 91061 1239 1783272 2 131567 
1	|	565646	|	Enterococcus faecalis HIP11704	|	565646 1351 1350 81852 186826 91061 1239 1783272 2 131567 
1	|	565647	|	Enterococcus faecalis E1Sol	|	565647 1351 1350 81852 186826 91061 1239 1783272 2 131567 
1	|	565657	|	Enterococcus faecium 1,231,502	|	565657 1352 1350 81852 186826 91061 1239 1783272 2 131567 
1	|	565662	|	Enterococcus faecium Com12	|	565662 1352 1350 81852 186826 91061 1239 1783272 2 131567 
1	|	565665	|	Enterococcus faecium D344SRF	|	565665 1352 1350 81852 186826 91061 1239 1783272 2 131567 
1	|	566466	|	gamma proteobacterium NOR5-3	|	566466 33811 118884 1236 1224 2 131567 
1	|	566546	|	Escherichia coli W	|	566546 562 561 543 91347 1236 1224 2 131567 
1	|	566550	|	Hungatella hathewayi DSM 13479	|	566550 154046 1649459 31979 186802 186801 1239 1783272 2 131567 
1	|	566679	|	Bradyrhizobium sp. ORS 375	|	566679 374 41294 356 28211 1224 2 131567 
1	|	56730	|	Rhizobium gallicum	|	56730 379 227290 82115 356 28211 1224 2 131567 
1	|	568708	|	Salmonella enterica subsp. enterica serovar Typhimurium str. D23580	|	568708 90371 59201 28901 590 543 91347 1236 1224 2 131567 
1	|	568709	|	Salmonella enterica subsp. enterica serovar Typhimurium str. DT2	|	568709 90371 59201 28901 590 543 91347 1236 1224 2 131567 
1	|	568766	|	Dickeya sp. NCPPB 3274	|	568766 204037 1903410 91347 1236 1224 2 131567 
1	|	569881	|	Wolbachia endosymbiont of Culex quinquefasciatus JHB	|	569881 263437 953 952 942 766 28211 1224 2 131567 
1	|	570506	|	Escherichia coli O157:H7 str. FRIK966	|	570506 83334 562 561 543 91347 1236 1224 2 131567 
1	|	570509	|	Spiroplasma melliferum KC3	|	570509 2134 2132 2131 186328 31969 544448 1783272 2 131567 
1	|	570952	|	Fodinicurvata sediminis DSM 21159	|	570952 1121832 1121829 41295 204441 28211 1224 2 131567 
1	|	571	|	Klebsiella oxytoca	|	571 570 543 91347 1236 1224 2 131567 
1	|	571800	|	Psychrobacter sp. G	|	571800 497 468 72274 1236 1224 2 131567 
1	|	573	|	Klebsiella pneumoniae	|	573 570 543 91347 1236 1224 2 131567 
1	|	573059	|	Desulfovibrio vulgaris RCH1	|	573059 881 872 194924 213115 28221 68525 1224 2 131567 
1	|	573060	|	Acidovorax delafieldii 2AN	|	573060 47920 12916 80864 80840 28216 1224 2 131567 
1	|	573061	|	Clostridium cellulovorans 743B	|	573061 1493 1485 31979 186802 186801 1239 1783272 2 131567 
1	|	573235	|	Escherichia coli O26:H11 str. 11368	|	573235 244319 562 561 543 91347 1236 1224 2 131567 
1	|	573395	|	Salmonella enterica subsp. enterica serovar Tennessee str. CDC07-0191	|	573395 143221 59201 28901 590 543 91347 1236 1224 2 131567 
1	|	574521	|	Escherichia coli O127:H6 str. E2348/69	|	574521 168807 562 561 543 91347 1236 1224 2 131567 
1	|	574966	|	Halomonas zhanjiangensis DSM 21076	|	574966 1121960 2745 28256 135619 1236 1224 2 131567 
1	|	575564	|	Acinetobacter sp. RUH2624	|	575564 106654 909768 469 468 72274 1236 1224 2 131567 
1	|	575584	|	Acinetobacter baumannii ATCC 19606 = CIP 70.34 = JCM 6841	|	575584 470 909768 469 468 72274 1236 1224 2 131567 
1	|	575596	|	Lactobacillus crispatus MV-1A-US	|	575596 47770 1578 33958 186826 91061 1239 1783272 2 131567 
1	|	575597	|	Lactobacillus crispatus MV-3A-US	|	575597 47770 1578 33958 186826 91061 1239 1783272 2 131567 
1	|	575599	|	Lactobacillus fermentum 28-3-CHN	|	575599 1613 1578 33958 186826 91061 1239 1783272 2 131567 
1	|	576	|	Klebsiella sp.	|	576 570 543 91347 1236 1224 2 131567 
1	|	579405	|	Dickeya paradisiaca Ech703	|	579405 69223 204037 1903410 91347 1236 1224 2 131567 
1	|	579478	|	Halomonas sp. S2151	|	579478 2745 28256 135619 1236 1224 2 131567 
1	|	579483	|	Loktanella sp. S4079	|	579483 245186 31989 204455 28211 1224 2 131567 
1	|	579484	|	Marinomonas sp. S3726	|	579484 28253 135620 135619 1236 1224 2 131567 
1	|	579607	|	Pseudoalteromonas sp. S2292	|	579607 53246 267888 135622 1236 1224 2 131567 
1	|	579748	|	Vibrio galatheae	|	579748 662 641 135623 1236 1224 2 131567 
1	|	57975	|	Burkholderia thailandensis	|	57975 111527 32008 119060 80840 28216 1224 2 131567 
1	|	580	|	Kluyvera cryocrescens	|	580 579 543 91347 1236 1224 2 131567 
1	|	58051	|	Moritella sp. PE36	|	58051 58050 267891 135622 1236 1224 2 131567 
1	|	582	|	Morganella morganii	|	582 581 1903414 91347 1236 1224 2 131567 
1	|	582744	|	Methylovorus glucosetrophus SIP3-4	|	582744 266009 81682 32011 32003 28216 1224 2 131567 
1	|	583355	|	Coraliomargarita akajimensis DSM 45221	|	583355 395922 442430 415002 415001 414999 74201 1783257 2 131567 
1	|	584	|	Proteus mirabilis	|	584 583 1903414 91347 1236 1224 2 131567 
1	|	585035	|	Escherichia coli S88	|	585035 562 561 543 91347 1236 1224 2 131567 
1	|	585054	|	Escherichia fergusonii ATCC 35469	|	585054 564 561 543 91347 1236 1224 2 131567 
1	|	585055	|	Escherichia coli 55989	|	585055 562 561 543 91347 1236 1224 2 131567 
1	|	585056	|	Escherichia coli UMN026	|	585056 562 561 543 91347 1236 1224 2 131567 
1	|	585057	|	Escherichia coli IAI39	|	585057 562 561 543 91347 1236 1224 2 131567 
1	|	585143	|	Staphylococcus aureus subsp. aureus 55/2053	|	585143 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	585145	|	Staphylococcus aureus subsp. aureus 65-1322	|	585145 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	585146	|	Staphylococcus aureus subsp. aureus 68-397	|	585146 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	585148	|	Staphylococcus aureus subsp. aureus Btn1260	|	585148 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	585149	|	Staphylococcus aureus subsp. aureus C101	|	585149 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	585150	|	Staphylococcus aureus subsp. aureus C160	|	585150 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	585153	|	Staphylococcus aureus subsp. aureus E1410	|	585153 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	585154	|	Staphylococcus aureus subsp. aureus EMRSA16	|	585154 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	585156	|	Staphylococcus aureus subsp. aureus M1015	|	585156 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	585157	|	Staphylococcus aureus subsp. aureus M809	|	585157 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	585158	|	Staphylococcus aureus subsp. aureus M876	|	585158 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	585159	|	Staphylococcus aureus subsp. aureus M899	|	585159 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	585160	|	Staphylococcus aureus subsp. aureus WBG10049	|	585160 46170 1280 1279 90964 1385 91061 1239 1783272 2 131567 
1	|	585203	|	Streptococcus mitis SK564	|	585203 28037 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	585395	|	Escherichia coli O103:H2 str. 12009	|	585395 376725 562 561 543 91347 1236 1224 2 131567 
1	|	585396	|	Escherichia coli O111:H- str. 11128	|	585396 168927 562 561 543 91347 1236 1224 2 131567 
1	|	585397	|	Escherichia coli ED1a	|	585397 562 561 543 91347 1236 1224 2 131567 
1	|	585423	|	Synechococcus sp. KORDI-49	|	585423 1129 1890426 1890424 1117 1798711 1783272 2 131567 
1	|	585425	|	Synechococcus sp. KORDI-52	|	585425 1129 1890426 1890424 1117 1798711 1783272 2 131567 
1	|	585502	|	Prevotella bergensis DSM 17361	|	585502 242750 838 171552 171549 200643 976 68336 1783270 2 131567 
1	|	585517	|	Lactobacillus reuteri MM2-3	|	585517 1598 1578 33958 186826 91061 1239 1783272 2 131567 
1	|	585535	|	Helicobacter pylori 35A	|	585535 210 209 72293 213849 29547 68525 1224 2 131567 
1	|	585544	|	Bacteroides sp. D22	|	585544 816 815 171549 200643 976 68336 1783270 2 131567 
1	|	58712	|	Salmonella enterica subsp. enterica serovar Anatum	|	58712 59201 28901 590 543 91347 1236 1224 2 131567 
1	|	587753	|	Pseudomonas chlororaphis	|	587753 136842 286 135621 72274 1236 1224 2 131567 
1	|	588858	|	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S	|	588858 99287 90371 59201 28901 590 543 91347 1236 1224 2 131567 
1	|	589873	|	Alteromonas australica	|	589873 226 72275 135622 1236 1224 2 131567 
1	|	590409	|	Dickeya zeae Ech586	|	590409 204042 204037 1903410 91347 1236 1224 2 131567 
1	|	591020	|	Shigella flexneri 2002017	|	591020 623 620 543 91347 1236 1224 2 131567 
1	|	591023	|	Actinobacillus minor 202	|	591023 51047 713 712 135625 1236 1224 2 131567 
1	|	591946	|	Escherichia coli LF82	|	591946 562 561 543 91347 1236 1224 2 131567 
1	|	59201	|	Salmonella enterica subsp. enterica	|	59201 28901 590 543 91347 1236 1224 2 131567 
1	|	592014	|	Acinetobacter baumannii 6013113	|	592014 470 909768 469 468 72274 1236 1224 2 131567 
1	|	59202	|	Salmonella enterica subsp. salamae	|	59202 28901 590 543 91347 1236 1224 2 131567 
1	|	592027	|	Clostridium botulinum D str. 1873	|	592027 36829 1491 1485 31979 186802 186801 1239 1783272 2 131567 
1	|	592029	|	Nonlabens dokdonensis DSW-6	|	592029 328515 363408 49546 200644 117743 976 68336 1783270 2 131567 
1	|	59204	|	Salmonella enterica subsp. diarizonae	|	59204 28901 590 543 91347 1236 1224 2 131567 
1	|	592313	|	Vibrio cholerae 12129(1)	|	592313 666 662 641 135623 1236 1224 2 131567 
1	|	593105	|	Pantoea sp. Sc1	|	593105 53335 1903409 91347 1236 1224 2 131567 
1	|	593585	|	Vibrio albensis VL426	|	593585 140100 662 641 135623 1236 1224 2 131567 
1	|	593586	|	Vibrio cholerae TM 11079-80	|	593586 666 662 641 135623 1236 1224 2 131567 
1	|	593587	|	Vibrio cholerae BX 330286	|	593587 666 662 641 135623 1236 1224 2 131567 
1	|	593588	|	Vibrio cholerae MJ-1236	|	593588 127906 666 662 641 135623 1236 1224 2 131567 
1	|	593589	|	Vibrio cholerae RC9	|	593589 666 662 641 135623 1236 1224 2 131567 
1	|	594	|	Salmonella enterica subsp. enterica serovar Gallinarum	|	594 59201 28901 590 543 91347 1236 1224 2 131567 
1	|	595460	|	Rhodopirellula sp. SWK7	|	595460 265488 126 112 203683 203682 1783257 2 131567 
1	|	595495	|	Escherichia coli KO11FL	|	595495 562 561 543 91347 1236 1224 2 131567 
1	|	595496	|	Escherichia coli BW2952	|	595496 83333 562 561 543 91347 1236 1224 2 131567 
1	|	595501	|	Streptococcus pneumoniae BS455	|	595501 1313 1301 1300 186826 91061 1239 1783272 2 131567 
1	|	595537	|	Variovorax paradoxus EPS	|	595537 34073 34072 80864 80840 28216 1224 2 131567 
1	|	596312	|	Micrococcus luteus SK58	|	596312 1270 1269 1268 85006 1760 201174 1783272 2 131567 
1	|	596315	|	Peptostreptococcus stomatis DSM 17678	|	596315 341694 1257 186804 186802 186801 1239 1783272 2 131567 
1	|	596318	|	Acinetobacter radioresistens SK82	|	596318 40216 469 468 72274 1236 1224 2 131567 
1	|	596323	|	Leptotrichia goodfellowii F0264	|	596323 157692 32067 1129771 203491 203490 32066 2 131567 
1	|	596325	|	Lactobacillus jensenii 269-3	|	596325 109790 1578 33958 186826 91061 1239 1783272 2 131567 
1	|	59843	|	Paenibacillus glucanolyticus	|	59843 44249 186822 1385 91061 1239 1783272 2 131567 
1	|	59919	|	Prochlorococcus marinus subsp. pastoris str. CCMP1986	|	59919 142479 1219 1218 1213 1890424 1117 1798711 1783272 2 131567 
1	|	59920	|	Prochlorococcus marinus str. NATL2A	|	59920 1219 1218 1213 1890424 1117 1798711 1783272 2 131567 
1	|	59922	|	Prochlorococcus marinus str. MIT 9303	|	59922 1219 1218 1213 1890424 1117 1798711 1783272 2 131567 
1	|	59931	|	Synechococcus sp. WH 7805	|	59931 1129 1890426 1890424 1117 1798711 1783272 2 131567 
1	|	60550	|	Burkholderia pyrrocinia	|	60550 87882 32008 119060 80840 28216 1224 2 131567 
1	|	611	|	Salmonella enterica subsp. enterica serovar Heidelberg	|	611 59201 28901 590 543 91347 1236 1224 2 131567 
1	|	615	|	Serratia marcescens	|	615 613 1903411 91347 1236 1224 2 131567 
1	|	616	|	Serratia sp.	|	616 613 1903411 91347 1236 1224 2 131567 
1	|	617131	|	Vibrio ordalii FF-167	|	617131 28174 662 641 135623 1236 1224 2 131567 
1	|	617132	|	Vibrio ordalii FF-93	|	617132 28174 662 641 135623 1236 1224 2 131567 
