Contigs id(VIRUS)	Sequence location	pmid	evidence
Bacilli_gi_483609091	26200428.fasta	26200428	VirSorter
Bacilli_gi_419800480_51741_91277	26200428.fasta	26200428	VirSorter
Bacilli_gi_459790340_432953_471546	26200428.fasta	26200428	VirSorter
Bacilli_gi_329115710_658321_693683	26200428.fasta	26200428	VirSorter
Bacilli_gi_487650537	26200428.fasta	26200428	VirSorter
Bacilli_gi_487650782	26200428.fasta	26200428	VirSorter
Bacilli_gi_487638550_24494_64529	26200428.fasta	26200428	VirSorter
Bacilli_gi_421230819	26200428.fasta	26200428	VirSorter
Bacilli_gi_421235103_11785_51629	26200428.fasta	26200428	VirSorter
Bacilli_gi_421208975	26200428.fasta	26200428	VirSorter
Bacilli_gi_421209991_6314_37991	26200428.fasta	26200428	VirSorter
Bacilli_gi_421219160	26200428.fasta	26200428	VirSorter
Bacilli_gi_421221512	26200428.fasta	26200428	VirSorter
Bacilli_gi_421221530	26200428.fasta	26200428	VirSorter
Bacilli_gi_421223748	26200428.fasta	26200428	VirSorter
Bacilli_gi_421223772	26200428.fasta	26200428	VirSorter
Bacilli_gi_421226164	26200428.fasta	26200428	VirSorter
Bacilli_gi_421237372	26200428.fasta	26200428	VirSorter
Bacilli_gi_421237437	26200428.fasta	26200428	VirSorter
Bacilli_gi_421228548	26200428.fasta	26200428	VirSorter
Bacilli_gi_421232949	26200428.fasta	26200428	VirSorter
Bacilli_gi_421241725	26200428.fasta	26200428	VirSorter
Bacilli_gi_421207796	26200428.fasta	26200428	VirSorter
Bacilli_gi_565849049	26200428.fasta	26200428	VirSorter
Bacilli_gi_565849072	26200428.fasta	26200428	VirSorter
Bacilli_gi_487659745	26200428.fasta	26200428	VirSorter
Bacilli_gi_487659938	26200428.fasta	26200428	VirSorter
Bacilli_gi_415699875	26200428.fasta	26200428	VirSorter
Bacilli_gi_307126151_1989757_2030527	26200428.fasta	26200428	VirSorter
Bacilli_gi_487643843	26200428.fasta	26200428	VirSorter
Bacilli_gi_487644099	26200428.fasta	26200428	VirSorter
Bacilli_gi_487648403	26200428.fasta	26200428	VirSorter
Bacilli_gi_487648513	26200428.fasta	26200428	VirSorter
Bacilli_gi_221230948_1487839_1526889	26200428.fasta	26200428	VirSorter
Bacilli_gi_557375084	26200428.fasta	26200428	VirSorter
Bacilli_gi_557375515_0_31859	26200428.fasta	26200428	VirSorter
Bacilli_gi_557375634	26200428.fasta	26200428	VirSorter
Bacilli_gi_557375928	26200428.fasta	26200428	VirSorter
Bacilli_gi_557376294_7048_41204	26200428.fasta	26200428	VirSorter
Bacilli_gi_303263141_210757_245027	26200428.fasta	26200428	VirSorter
Bacilli_gi_303255421	26200428.fasta	26200428	VirSorter
Bacilli_gi_303255644_0_32908	26200428.fasta	26200428	VirSorter
Bacilli_gi_303265420_110956_137418	26200428.fasta	26200428	VirSorter
Bacilli_gi_303267755_75727_109991	26200428.fasta	26200428	VirSorter
Bacilli_gi_163806165_83466_125628	26200428.fasta	26200428	VirSorter
Bacilli_gi_163806179	26200428.fasta	26200428	VirSorter
Bacilli_gi_163806182	26200428.fasta	26200428	VirSorter
Bacilli_gi_163805793	26200428.fasta	26200428	VirSorter
Bacilli_gi_163805794	26200428.fasta	26200428	VirSorter
Bacilli_gi_163805795	26200428.fasta	26200428	VirSorter
Bacilli_gi_163805796	26200428.fasta	26200428	VirSorter
Bacilli_gi_418230837_0_22658	26200428.fasta	26200428	VirSorter
Bacilli_gi_419452187_8514_43604	26200428.fasta	26200428	VirSorter
Bacilli_gi_419456576	26200428.fasta	26200428	VirSorter
Bacilli_gi_419458823	26200428.fasta	26200428	VirSorter
Bacilli_gi_419461106	26200428.fasta	26200428	VirSorter
Bacilli_gi_419464821_108742_146749	26200428.fasta	26200428	VirSorter
Bacilli_gi_421281395_108743_146282	26200428.fasta	26200428	VirSorter
Bacilli_gi_419467498_0_26468	26200428.fasta	26200428	VirSorter
Bacilli_gi_419511444	26200428.fasta	26200428	VirSorter
Bacilli_gi_419511460	26200428.fasta	26200428	VirSorter
Bacilli_gi_418134205	26200428.fasta	26200428	VirSorter
Bacilli_gi_418135618_0_34890	26200428.fasta	26200428	VirSorter
Bacilli_gi_418143142	26200428.fasta	26200428	VirSorter
Bacilli_gi_419524742	26200428.fasta	26200428	VirSorter
Bacilli_gi_419476384_0_21347	26200428.fasta	26200428	VirSorter
Bacilli_gi_419476656	26200428.fasta	26200428	VirSorter
Bacilli_gi_418154042	26200428.fasta	26200428	VirSorter
Bacilli_gi_418095085	26200428.fasta	26200428	VirSorter
Bacilli_gi_418161016	26200428.fasta	26200428	VirSorter
Bacilli_gi_418165586	26200428.fasta	26200428	VirSorter
Bacilli_gi_419433482_306698_344906	26200428.fasta	26200428	VirSorter
Bacilli_gi_418173798_108723_146533	26200428.fasta	26200428	VirSorter
Bacilli_gi_418174697	26200428.fasta	26200428	VirSorter
Bacilli_gi_418106402	26200428.fasta	26200428	VirSorter
Bacilli_gi_418174774_9159_49660	26200428.fasta	26200428	VirSorter
Bacilli_gi_418104056	26200428.fasta	26200428	VirSorter
Bacilli_gi_418105572_57782_95647	26200428.fasta	26200428	VirSorter
Bacilli_gi_419491786	26200428.fasta	26200428	VirSorter
Bacilli_gi_417695265	26200428.fasta	26200428	VirSorter
Bacilli_gi_418075088	26200428.fasta	26200428	VirSorter
Bacilli_gi_418076765_0_17856	26200428.fasta	26200428	VirSorter
Bacilli_gi_418220022	26200428.fasta	26200428	VirSorter
Bacilli_gi_418108933	26200428.fasta	26200428	VirSorter
Bacilli_gi_418203509	26200428.fasta	26200428	VirSorter
Bacilli_gi_421288669_8414_15109	26200428.fasta	26200428	VirSorter
Bacilli_gi_421291971_20337_47087	26200428.fasta	26200428	VirSorter
Bacilli_gi_421311788_118037_144785	26200428.fasta	26200428	VirSorter
Bacilli_gi_421303949	26200428.fasta	26200428	VirSorter
Bacilli_gi_421305463_0_41015	26200428.fasta	26200428	VirSorter
Bacilli_gi_421310660	26200428.fasta	26200428	VirSorter
Bacilli_gi_410475457_24324_60929	26200428.fasta	26200428	VirSorter
Bacilli_gi_169832377_24791_58003	26200428.fasta	26200428	VirSorter
Bacilli_gi_169832377_58228_99038	26200428.fasta	26200428	VirSorter
Bacilli_gi_418237552	26200428.fasta	26200428	VirSorter
Bacilli_gi_418217724	26200428.fasta	26200428	VirSorter
Bacilli_gi_387756560_23745_57287	26200428.fasta	26200428	VirSorter
Bacilli_gi_225855735_24325_60932	26200428.fasta	26200428	VirSorter
Bacilli_gi_444891724_1663358_1699962	26200428.fasta	26200428	VirSorter
Bacilli_gi_444891813	26200428.fasta	26200428	VirSorter
Bacilli_gi_444892102_4544_41147	26200428.fasta	26200428	VirSorter
Bacilli_gi_444892229_0_19408	26200428.fasta	26200428	VirSorter
Bacilli_gi_444893116_93_38687	26200428.fasta	26200428	VirSorter
Bacilli_gi_444893195_172842_209448	26200428.fasta	26200428	VirSorter
Bacilli_gi_444893273	26200428.fasta	26200428	VirSorter
Bacilli_gi_445070017_335640_372244	26200428.fasta	26200428	VirSorter
GOV_bin_6242_contig-100_1	27654921.fasta	27654921	Tetra
Bacilli_gi_445070857	26200428.fasta	26200428	VirSorter
Bacilli_gi_444893437	26200428.fasta	26200428	VirSorter
Bacilli_gi_444897497	26200428.fasta	26200428	VirSorter
Bacilli_gi_444897776	26200428.fasta	26200428	VirSorter
Bacilli_gi_303259084_189885_216145	26200428.fasta	26200428	VirSorter
Bacilli_gi_148998951	26200428.fasta	26200428	VirSorter
Bacilli_gi_303260813_209928_244198	26200428.fasta	26200428	VirSorter
Bacilli_gi_149004075	26200428.fasta	26200428	VirSorter
Bacilli_gi_149004357	26200428.fasta	26200428	VirSorter
Bacilli_gi_149004388	26200428.fasta	26200428	VirSorter
Bacilli_gi_149008029	26200428.fasta	26200428	VirSorter
Bacilli_gi_149012670_25250_58304	26200428.fasta	26200428	VirSorter
Bacilli_gi_163805865	26200428.fasta	26200428	VirSorter
Bacilli_gi_148986114	26200428.fasta	26200428	VirSorter
Bacilli_gi_148990169_4745_39384	26200428.fasta	26200428	VirSorter
Bacilli_gi_452741973_1632797_1666339	26200428.fasta	26200428	VirSorter
Bacilli_gi_480535788_23745_57287	26200428.fasta	26200428	VirSorter
Bacilli_gi_452741991	26200428.fasta	26200428	VirSorter
Bacilli_gi_452741934	26200428.fasta	26200428	VirSorter
Bacilli_gi_480533968_23745_57287	26200428.fasta	26200428	VirSorter
Bacilli_gi_480530348_23745_57287	26200428.fasta	26200428	VirSorter
Bacilli_gi_332522132_235929_273638	26200428.fasta	26200428	VirSorter
Bacilli_gi_565854653	26200428.fasta	26200428	VirSorter
Bacilli_gi_565854743	26200428.fasta	26200428	VirSorter
Bacilli_gi_565858025_8013_50395	26200428.fasta	26200428	VirSorter
Bacilli_gi_418972756	26200428.fasta	26200428	VirSorter
Bacilli_gi_418973915	26200428.fasta	26200428	VirSorter
Bacilli_gi_565851255	26200428.fasta	26200428	VirSorter
Bacilli_gi_565851319	26200428.fasta	26200428	VirSorter
Bacilli_gi_383939350	26200428.fasta	26200428	VirSorter
Bacilli_gi_499123038	26200428.fasta	26200428	VirSorter
Bacilli_gi_499123200_0_40352	26200428.fasta	26200428	VirSorter
Bacilli_gi_499123209_0_30541	26200428.fasta	26200428	VirSorter
Bacilli_gi_499123212	26200428.fasta	26200428	VirSorter
Bacilli_gi_409913960_1385758_1426006	26200428.fasta	26200428	VirSorter
Bacilli_gi_409913960_982600_1020388	26200428.fasta	26200428	VirSorter
Bacilli_gi_386361880_1133631_1157904	26200428.fasta	26200428	VirSorter
Bacilli_gi_386361880_967175_1012375	26200428.fasta	26200428	VirSorter
Bacilli_gi_306828415	26200428.fasta	26200428	VirSorter
Bacilli_gi_485053901	26200428.fasta	26200428	VirSorter
Bacilli_gi_560272834_43857_68122	26200428.fasta	26200428	VirSorter
Bacilli_gi_560273519	26200428.fasta	26200428	VirSorter
Bacilli_gi_560274507_0_32071	26200428.fasta	26200428	VirSorter
Bacilli_gi_560288363	26200428.fasta	26200428	VirSorter
Bacilli_gi_560289780	26200428.fasta	26200428	VirSorter
Bacilli_gi_560289884	26200428.fasta	26200428	VirSorter
Bacilli_gi_560289971	26200428.fasta	26200428	VirSorter
Bacilli_gi_560291587	26200428.fasta	26200428	VirSorter
Bacilli_gi_560277320_21734_61260	26200428.fasta	26200428	VirSorter
Bacilli_gi_553746457_39216_73171	26200428.fasta	26200428	VirSorter
Bacilli_gi_553746535	26200428.fasta	26200428	VirSorter
Bacilli_gi_545607450	26200428.fasta	26200428	VirSorter
Bacilli_gi_545608552	26200428.fasta	26200428	VirSorter
Bacilli_gi_544931045	26200428.fasta	26200428	VirSorter
Bacilli_gi_544931155	26200428.fasta	26200428	VirSorter
Bacilli_gi_544931173	26200428.fasta	26200428	VirSorter
Bacilli_gi_544931225	26200428.fasta	26200428	VirSorter
Bacilli_gi_544931238	26200428.fasta	26200428	VirSorter
Bacilli_gi_544931704	26200428.fasta	26200428	VirSorter
Bacilli_gi_553743934	26200428.fasta	26200428	VirSorter
Bacilli_gi_553744112	26200428.fasta	26200428	VirSorter
Bacilli_gi_553744167	26200428.fasta	26200428	VirSorter
Bacilli_gi_553744317	26200428.fasta	26200428	VirSorter
Bacilli_gi_553744366	26200428.fasta	26200428	VirSorter
Bacilli_gi_553744391	26200428.fasta	26200428	VirSorter
Bacilli_gi_560293512_94432_134682	26200428.fasta	26200428	VirSorter
Bacilli_gi_560294481	26200428.fasta	26200428	VirSorter
Bacilli_gi_560295271_60173_102174	26200428.fasta	26200428	VirSorter
Bacilli_gi_553746270_41379_78473	26200428.fasta	26200428	VirSorter
Bacilli_gi_553746314_0_30920	26200428.fasta	26200428	VirSorter
Bacilli_gi_553743182	26200428.fasta	26200428	VirSorter
Bacilli_gi_553743639	26200428.fasta	26200428	VirSorter
Bacilli_gi_553743820	26200428.fasta	26200428	VirSorter
Bacilli_gi_544887331_41514_77225	26200428.fasta	26200428	VirSorter
Bacilli_gi_553744498_158659_189280	26200428.fasta	26200428	VirSorter
Bacilli_gi_553744498_24908_59440	26200428.fasta	26200428	VirSorter
Bacilli_gi_553744601	26200428.fasta	26200428	VirSorter
Bacilli_gi_545669026_54257_93947	26200428.fasta	26200428	VirSorter
Bacilli_gi_545669324_94008_124660	26200428.fasta	26200428	VirSorter
Bacilli_gi_553744818_158638_191344	26200428.fasta	26200428	VirSorter
Bacilli_gi_553744818_24886_59420	26200428.fasta	26200428	VirSorter
Bacilli_gi_553744872	26200428.fasta	26200428	VirSorter
Bacilli_gi_544867115	26200428.fasta	26200428	VirSorter
Bacilli_gi_544867302	26200428.fasta	26200428	VirSorter
Bacilli_gi_544867478_193_40434	26200428.fasta	26200428	VirSorter
Bacilli_gi_553745922_634_32772	26200428.fasta	26200428	VirSorter
Bacilli_gi_553746034_14259_49378	26200428.fasta	26200428	VirSorter
Bacilli_gi_553746053_60563_85045	26200428.fasta	26200428	VirSorter
Bacilli_gi_553746122_21701_68199	26200428.fasta	26200428	VirSorter
Bacilli_gi_417855870_1158916_1200081	26200428.fasta	26200428	VirSorter
Bacilli_gi_417855870_489312_530530	26200428.fasta	26200428	VirSorter
Bacilli_gi_485053981_68970_105435	26200428.fasta	26200428	VirSorter
Bacilli_gi_485053997	26200428.fasta	26200428	VirSorter
Bacilli_gi_485054001	26200428.fasta	26200428	VirSorter
Bacilli_gi_485054040_48200_89383	26200428.fasta	26200428	VirSorter
Bacilli_gi_525808973_964189_1010999	26200428.fasta	26200428	VirSorter
Bacilli_gi_523414886_1002676_1040469	26200428.fasta	26200428	VirSorter
Bacilli_gi_523414886_1404512_1444760	26200428.fasta	26200428	VirSorter
Bacilli_gi_15674250_529606_568538	26200428.fasta	26200428	VirSorter
Bacilli_gi_15674250_775777_819888	26200428.fasta	26200428	VirSorter
Bacilli_gi_56808948	26200428.fasta	26200428	VirSorter
Bacilli_gi_94989509_1254657_1296251	26200428.fasta	26200428	VirSorter
Bacilli_gi_94989509_528607_570690	26200428.fasta	26200428	VirSorter
Bacilli_gi_50913346_1202303_1232274	26200428.fasta	26200428	VirSorter
Bacilli_gi_50913346_1331436_1355819	26200428.fasta	26200428	VirSorter
Bacilli_gi_50913346_1546623_1564006	26200428.fasta	26200428	VirSorter
Bacilli_gi_50913346_35574_75249	26200428.fasta	26200428	VirSorter
Bacilli_gi_94993396_1220823_1256538	26200428.fasta	26200428	VirSorter
Bacilli_gi_94993396_546006_587868	26200428.fasta	26200428	VirSorter
Bacilli_gi_94991497_1404079_1444328	26200428.fasta	26200428	VirSorter
Bacilli_gi_94991497_531482_570812	26200428.fasta	26200428	VirSorter
Bacilli_gi_21909536_1137718_1172256	26200428.fasta	26200428	VirSorter
Bacilli_gi_21909536_1230279_1271840	26200428.fasta	26200428	VirSorter
Bacilli_gi_21909536_1313257_1351275	26200428.fasta	26200428	VirSorter
Bacilli_gi_21909536_749188_788201	26200428.fasta	26200428	VirSorter
Bacilli_gi_21909536_977412_1016695	26200428.fasta	26200428	VirSorter
Bacilli_gi_71909814_1385736_1425984	26200428.fasta	26200428	VirSorter
Bacilli_gi_71909814_983899_1021692	26200428.fasta	26200428	VirSorter
Bacilli_gi_71902667_1227073_1269153	26200428.fasta	26200428	VirSorter
Bacilli_gi_71902667_988437_1032366	26200428.fasta	26200428	VirSorter
Bacilli_gi_19745201_1041255_1087764	26200428.fasta	26200428	VirSorter
Bacilli_gi_19745201_1451819_1493398	26200428.fasta	26200428	VirSorter
Bacilli_gi_19745201_293857_332337	26200428.fasta	26200428	VirSorter
Bacilli_gi_19745201_578068_617146	26200428.fasta	26200428	VirSorter
Bacilli_gi_94987631_1380189_1420438	26200428.fasta	26200428	VirSorter
Bacilli_gi_94987631_776515_817684	26200428.fasta	26200428	VirSorter
Bacilli_gi_421892111	26200428.fasta	26200428	VirSorter
Bacilli_gi_28894912_1107932_1147568	26200428.fasta	26200428	VirSorter
Bacilli_gi_28894912_545611_583628	26200428.fasta	26200428	VirSorter
Bacilli_gi_28894912_625045_666606	26200428.fasta	26200428	VirSorter
Bacilli_gi_28894912_724628_759166	26200428.fasta	26200428	VirSorter
Bacilli_gi_28894912_880188_919089	26200428.fasta	26200428	VirSorter
Bacilli_gi_139472888_1271278_1308146	26200428.fasta	26200428	VirSorter
Bacilli_gi_139472888_654135_687352	26200428.fasta	26200428	VirSorter
Bacilli_gi_544931953	26200428.fasta	26200428	VirSorter
Bacilli_gi_544932020_0_32525	26200428.fasta	26200428	VirSorter
Bacilli_gi_544932303_149338_189585	26200428.fasta	26200428	VirSorter
Bacilli_gi_544932354	26200428.fasta	26200428	VirSorter
Bacilli_gi_485750259	26200428.fasta	26200428	VirSorter
Bacilli_gi_485684761	26200428.fasta	26200428	VirSorter
Bacilli_gi_448879146_1659265_1699117	26200428.fasta	26200428	VirSorter
Bacilli_gi_448879149_252108_297819	26200428.fasta	26200428	VirSorter
Bacilli_gi_406588330	26200428.fasta	26200428	VirSorter
Bacilli_gi_419815797_18564_51428	26200428.fasta	26200428	VirSorter
Bacilli_gi_419819195_18643_51507	26200428.fasta	26200428	VirSorter
Bacilli_gi_480994456_0_25579	26200428.fasta	26200428	VirSorter
Bacilli_gi_406578771	26200428.fasta	26200428	VirSorter
Bacilli_gi_223933165_0_37690	26200428.fasta	26200428	VirSorter
Bacilli_gi_223933546	26200428.fasta	26200428	VirSorter
Bacilli_gi_417090946	26200428.fasta	26200428	VirSorter
Bacilli_gi_483613946_212003_252391	26200428.fasta	26200428	VirSorter
Bacilli_gi_459819101_64627_104037	26200428.fasta	26200428	VirSorter
Bacilli_gi_448879155	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_514922871	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_458877862	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_224581105	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_441157011	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_408543508_152_15228	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_568063277	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_410685546	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_485069185	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_483969925	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_483974391	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_317512503	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_317512533	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_317512558	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_317512592	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_421742321	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_484867420	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_484867422	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_485663315	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_485070998	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_440697762	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_440701504_0_33798	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_440705562	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_483692900	26200428.fasta	26200428	VirSorter
Actinobacteria_gi_345849874_10087_67150	26200428.fasta	26200428	VirSorter
Clostridia_gi_365137247_641329_700297	26200428.fasta	26200428	VirSorter
Clostridia_gi_365137247_96890_137931	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_374683958_75121_96986	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_374683971_0_19856	26200428.fasta	26200428	VirSorter
Gammaproteobacteria_gi_374683972	26200428.fasta	26200428	VirSorter
GOV_bin_1858_contig-100_4	27654921.fasta	27654921	Tetra
GOV_bin_8040_contig-100_5	27654921.fasta	27654921	Tetra
Tp1_100_MES_0-0d2_scaffold4380_1	27654921.fasta	27654921	blastn
GOV_bin_1858_contig-100_4	27654921.fasta	27654921	blastn
GOV_bin_2321_contig-100_1	27654921.fasta	27654921	blastn
Tp1_78_MES_0-0d2_scaffold30014_3	27654921.fasta	27654921	blastn
Tp1_78_MES_0-0d2_scaffold24344_1	27654921.fasta	27654921	Tetra
Tp1_78_MES_0-0d2_scaffold24344_1	27654921.fasta	27654921	blastn
Tp1_78_MES_0-0d2_scaffold30014_3	27654921.fasta	27654921	blastn
Tp1_78_MES_0-0d2_scaffold30014_3	27654921.fasta	27654921	blastn
GOV_bin_2980_contig-100_0	27654921.fasta	27654921	Tetra
Tp1_39_OMZ_0-0d2_scaffold18973_1	27654921.fasta	27654921	Tetra
Tp1_78_MES_0-0d2_scaffold30014_3	27654921.fasta	27654921	Tetra
GOV_bin_3350_contig-100_1	27654921.fasta	27654921	Tetra
GOV_bin_4742_contig-100_1	27654921.fasta	27654921	Tetra
GOV_bin_8261_contig-100_1	27654921.fasta	27654921	Tetra
Betaproteobacteria_gi_548223806	26200428.fasta	26200428	VirSorter
Betaproteobacteria_gi_548224430	26200428.fasta	26200428	VirSorter
GOV_bin_5554_contig-100_2	27654921.fasta	27654921	blastn
Tp1_34_SUR_0-0d2_scaffold28137_1	27654921.fasta	27654921	blastn
GOV_bin_5554_contig-100_2	27654921.fasta	27654921	blastn
Tp1_34_SUR_0-0d2_scaffold28137_1	27654921.fasta	27654921	blastn
GOV_bin_1507_contig-100_0	27654921.fasta	27654921	blastn
GOV_bin_248_contig-100_5	27654921.fasta	27654921	blastn
Tp1_34_SUR_0-0d2_scaffold28137_1	27654921.fasta	27654921	blastn
GOV_bin_1473_contig-100_21	27654921.fasta	27654921	blastn
GOV_bin_1507_contig-100_0	27654921.fasta	27654921	blastn
GOV_bin_248_contig-100_5	27654921.fasta	27654921	blastn
Tp1_125_SUR_0-0d2_C3583249_1	27654921.fasta	27654921	blastn
Tp1_34_SUR_0-0d2_scaffold28137_1	27654921.fasta	27654921	blastn
GOV_bin_131_contig-100_3	27654921.fasta	27654921	blastn
GOV_bin_1473_contig-100_21	27654921.fasta	27654921	blastn
GOV_bin_1507_contig-100_0	27654921.fasta	27654921	blastn
GOV_bin_5554_contig-100_2	27654921.fasta	27654921	blastn
Tp1_34_SUR_0-0d2_scaffold28137_1	27654921.fasta	27654921	blastn
Genome01	25043051.fasta	25043051	viral tagging 
Genome02	25043051.fasta	25043051	viral tagging 
Genome03	25043051.fasta	25043051	viral tagging 
Genome04	25043051.fasta	25043051	viral tagging 
Genome05	25043051.fasta	25043051	viral tagging 
Genome06	25043051.fasta	25043051	viral tagging 
Genome07	25043051.fasta	25043051	viral tagging 
Genome08	25043051.fasta	25043051	viral tagging 
Genome09	25043051.fasta	25043051	viral tagging 
Genome10	25043051.fasta	25043051	viral tagging 
Genome11	25043051.fasta	25043051	viral tagging 
Genome12	25043051.fasta	25043051	viral tagging 
Genome13	25043051.fasta	25043051	viral tagging 
Genome14	25043051.fasta	25043051	viral tagging 
Genome15	25043051.fasta	25043051	viral tagging 
Genome16	25043051.fasta	25043051	viral tagging 
Genome17	25043051.fasta	25043051	viral tagging 
Genome18	25043051.fasta	25043051	viral tagging 
Genome19	25043051.fasta	25043051	viral tagging 
Genome20	25043051.fasta	25043051	viral tagging 
Genome21	25043051.fasta	25043051	viral tagging 
Genome22	25043051.fasta	25043051	viral tagging 
Genome23	25043051.fasta	25043051	viral tagging 
Genome24	25043051.fasta	25043051	viral tagging 
Genome25	25043051.fasta	25043051	viral tagging 
Genome26	25043051.fasta	25043051	viral tagging 
GOV_bin_3614_contig-100_0	27654921.fasta	27654921	Tetra
GOV_bin_4739_contig-100_0	27654921.fasta	27654921	Tetra
GOV_bin_5607_contig-100_0	27654921.fasta	27654921	Tetra
GOV_bin_6239_contig-100_2	27654921.fasta	27654921	Tetra
GOV_bin_6486_contig-100_2	27654921.fasta	27654921	Tetra
GOV_bin_731_contig-100_3	27654921.fasta	27654921	Tetra
Tp1_124_SUR_0-0d2_scaffold124726_1	27654921.fasta	27654921	Tetra
Tp1_67_SUR_0-0d2_scaffold81226_2	27654921.fasta	27654921	Tetra
Tp1_68_SUR_0-0d2_scaffold80950_1	27654921.fasta	27654921	Tetra
GOV_bin_1951_contig-100_0	27654921.fasta	27654921	Tetra
GOV_bin_2640_contig-100_4	27654921.fasta	27654921	Tetra
Gammaproteobacteria_gi_483788044_139879_146671	26200428.fasta	26200428	VirSorter
GOV_bin_8040_contig-100_1	27654921.fasta	27654921	Tetra
GOV_bin_338_contig-100_0	27654921.fasta	27654921	Tetra
GOV_bin_6264_contig-100_0	27654921.fasta	27654921	blastn
GOV_bin_5068_contig-100_2	27654921.fasta	27654921	Tetra
GOV_bin_1312_contig-100_1	27654921.fasta	27654921	Tetra
GOV_bin_5068_contig-100_3	27654921.fasta	27654921	Tetra
GOV_bin_664_contig-100_0	27654921.fasta	27654921	Tetra
GOV_bin_1067_contig-100_1	27654921.fasta	27654921	blastn
GOV_bin_2107_contig-100_0	27654921.fasta	27654921	blastn
GOV_bin_1312_contig-100_0	27654921.fasta	27654921	Tetra
GOV_bin_555_contig-100_43	27654921.fasta	27654921	Tetra
Betaproteobacteria_gi_490469351_14437_21721	26200428.fasta	26200428	VirSorter
Betaproteobacteria_gi_490490454	26200428.fasta	26200428	VirSorter
Betaproteobacteria_gi_489033261	26200428.fasta	26200428	VirSorter
Tp1_31_SUR_0-0d2_scaffold139098_1	27654921.fasta	27654921	blastn
Tp1_31_SUR_0-0d2_scaffold139098_1	27654921.fasta	27654921	blastn
GOV_bin_926_contig-100_2	27654921.fasta	27654921	Tetra
Clostridia_gi_490539173	26200428.fasta	26200428	VirSorter
Clostridia_gi_490540426	26200428.fasta	26200428	VirSorter
GOV_bin_1661_contig-100_0	27654921.fasta	27654921	Tetra
GOV_bin_1689_contig-100_1	27654921.fasta	27654921	Tetra
GOV_bin_2640_contig-100_1	27654921.fasta	27654921	Tetra
GOV_bin_2766_contig-100_1	27654921.fasta	27654921	Tetra
GOV_bin_2956_contig-100_0	27654921.fasta	27654921	Tetra
GOV_bin_2959_contig-100_0	27654921.fasta	27654921	Tetra
GOV_bin_3023_contig-100_1	27654921.fasta	27654921	Tetra
GOV_bin_3853_contig-100_0	27654921.fasta	27654921	Tetra
GOV_bin_4115_contig-100_0	27654921.fasta	27654921	Tetra
GOV_bin_4532_contig-100_0	27654921.fasta	27654921	Tetra
GOV_bin_4597_contig-100_0	27654921.fasta	27654921	Tetra
GOV_bin_4796_contig-100_0	27654921.fasta	27654921	Tetra
Tp1_39_SUR_0-0d2_scaffold38979_1	27654921.fasta	27654921	Tetra
GOV_bin_1912_contig-100_0	27654921.fasta	27654921	Tetra
GOV_bin_2602_contig-100_0	27654921.fasta	27654921	Tetra
GOV_bin_4231_contig-100_0	27654921.fasta	27654921	Tetra
GOV_bin_4379_contig-100_0	27654921.fasta	27654921	Tetra
GOV_bin_5268_contig-100_1	27654921.fasta	27654921	Tetra
GOV_bin_5656_contig-100_0	27654921.fasta	27654921	Tetra
Tp1_123_DCM_0-0d2_scaffold22441_1	27654921.fasta	27654921	Tetra
Tp1_18_DCM_0-0d2_scaffold16038_2	27654921.fasta	27654921	Tetra
Tp1_18_DCM_0-0d2_scaffold72497_2	27654921.fasta	27654921	Tetra
Tp1_32_SUR_0-0d2_scaffold144096_1	27654921.fasta	27654921	Tetra
GOV_bin_1324_contig-100_0	27654921.fasta	27654921	Tetra
GOV_bin_3307_contig-100_0	27654921.fasta	27654921	Tetra
GOV_bin_3618_contig-100_0	27654921.fasta	27654921	Tetra
GOV_bin_4164_contig-100_0	27654921.fasta	27654921	Tetra
GOV_bin_4523_contig-100_0	27654921.fasta	27654921	Tetra
GOV_bin_4973_contig-100_3	27654921.fasta	27654921	Tetra
Betaproteobacteria_gi_483967339	26200428.fasta	26200428	VirSorter
